province,type_property,property_id,subtype_property,postal_code,city,price,state_of_property,heating_type,sun_exposure,livable_surface,epc_score,latitude,longitude,facades,bedrooms,bathrooms,toilets,terrace,garden,garage,swimming_pool,flooding_area_type,distance_from_train_stations_by_foot,distance_from_elementary_school_by_foot,distance_from_high_school_by_foot
brussels,house,vbe35189,residence,1150,sint_pieters_woluwe,925000.0,to_be_renovated,fuel_oil,south_east,16.0,G,50.832327,4.4528542,3,5.0,2,3,1,1,0,0,(information_not_available),4300.0,352.0,352.0
brussels,apartment,vbe35095,duplex,1000,brussels,395000.0,excellent,gas,not_specified,13.0,E,50.8469517,4.3876671,2,2.0,2,2,0,0,0,0,no_flooding_area,781.0,157.0,184.0
brussels,apartment,vbe35094,apartment,1210,sint_joost_ten_node,295000.0,normal,gas,not_specified,10.0,D,50.8516118,4.3733382,2,2.0,1,1,1,0,0,0,no_flooding_area,1100.0,173.0,237.0
brussels,apartment,vbe35040,apartment,1050,elsene,465000.0,fully_renovated,gas,not_specified,14.0,C,50.8235717,4.3766927,0,2.0,1,1,1,0,0,0,no_flooding_area,995.0,269.0,561.0
brussels,apartment,vbe34652,studio,1210,sint_joost_ten_node,150000.0,to_renovate,electricity,not_specified,34.0,F,50.8512144,4.3742387,2,0.0,1,0,1,0,0,0,(information_not_available),1200.0,197.0,133.0
brussels,apartment,vbe34650,apartment,1180,ukkel,190000.0,to_be_renovated,not_specified,not_specified,50.0,G,50.8103165,4.3415279,2,1.0,1,1,1,0,0,0,no_flooding_area,1800.0,205.0,774.0
brussels,apartment,rbw19605,studio,1180,ukkel,155000.0,excellent,not_specified,not_specified,54.0,F,50.8,4.3333333,0,1.0,1,0,0,0,0,0,(information_not_available),847.0,734.0,268.0
brussels,apartment,vbe34263,duplex,1070,anderlecht,319000.0,to_renovate,gas,not_specified,15.0,G,50.8455239,4.3242407,2,3.0,1,2,1,0,0,0,(information_not_available),476.0,284.0,421.0
brussels,house,vbe34034,mixed_building,1160,oudergem,625000.0,normal,gas,not_specified,21.0,E,50.8206834,4.4098093,2,4.0,2,3,1,1,0,0,(information_not_available),589.0,168.0,235.0
brussels,apartment,vbe34000,apartment,1030,schaarbeek,329000.0,normal,gas,not_specified,15.0,E,50.8501828,4.4005491,2,2.0,1,1,1,0,1,0,no_flooding_area,861.0,305.0,321.0
brussels,apartment,vbe33925,apartment,1000,brussels,339000.0,excellent,gas,not_specified,29.0,not_specified,50.8427501,4.3515499,0,1.0,1,1,1,0,0,0,(information_not_available),340.0,117.0,284.0
brussels,house,vbe33924,mixed_building,1080,sint_jans_molenbeek,550000.0,excellent,gas,not_specified,14.0,D,50.8569755,4.3193694,2,2.0,2,2,1,1,1,0,(information_not_available),1100.0,201.0,510.0
brussels,apartment,rbw17015,apartment,1050,elsene,1080000.0,excellent,not_specified,not_specified,253.0,E,50.81896,4.38865,0,3.0,1,2,0,0,0,0,(information_not_available),497.0,515.0,342.0
brussels,apartment,vbe32723,apartment,1160,oudergem,300000.0,normal,gas,not_specified,70.0,C,50.8135769,4.4140542,4,2.0,1,1,1,0,0,0,(information_not_available),1000.0,701.0,701.0
brussels,apartment,vbe32699,studio,1000,brussels,185000.0,normal,not_specified,not_specified,38.0,not_specified,50.8227567,4.3672239,0,3.0,1,0,0,0,0,0,(information_not_available),1300.0,415.0,419.0
brussels,apartment,vbe32440,ground_floor,1050,elsene,310000.0,normal,not_specified,not_specified,10.0,D,50.8235717,4.3766927,0,1.0,1,1,0,0,0,0,(information_not_available),995.0,269.0,561.0
brussels,apartment,vbe32420,apartment,1083,ganshoren,225000.0,normal,gas,not_specified,17.0,E,50.87113,4.30253,0,1.0,1,1,1,0,0,0,(information_not_available),1100.0,235.0,647.0
brussels,apartment,vbe32350,apartment,1140,evere,235000.0,to_renovate,gas,not_specified,13.0,C,50.874464,4.399615,2,3.0,1,1,1,0,0,0,no_flooding_area,1000.0,238.0,1300.0
brussels,house,vbd27505,residence,1190,vorst,350000.0,to_be_renovated,gas,not_specified,17.0,G,50.8,4.3166667,2,7.0,1,1,0,1,0,0,(information_not_available),900.0,191.0,766.0
brussels,house,vbe09500,mixed_building,1080,sint_jans_molenbeek,550000.0,excellent,gas,not_specified,14.0,D,50.8569755,4.3193694,2,2.0,2,2,1,1,1,0,(information_not_available),1100.0,201.0,510.0
brussels,apartment,vbe36997,penthouse,1190,vorst,420000.0,not_specified,gas,not_specified,92.0,C,50.8142177,4.3246279,0,2.0,2,2,1,0,0,0,no_flooding_area,812.0,116.0,812.0
brussels,apartment,rbw26287,apartment,1070,anderlecht,280000.0,not_specified,gas,not_specified,96.0,D,50.8420959,4.3102106,0,2.0,1,1,1,0,0,0,no_flooding_area,1200.0,420.0,420.0
brussels,apartment,rbw26285,apartment,1070,anderlecht,200000.0,not_specified,gas,not_specified,76.0,E,50.8257354,4.2841726,0,2.0,1,1,0,0,0,0,no_flooding_area,1600.0,675.0,767.0
brussels,house,vbe36970,residence,1082,berchem_sainte_agathe,389000.0,normal,gas,not_specified,14.0,F,50.8623456,4.2893543,2,4.0,1,2,1,1,0,0,no_flooding_area,1500.0,239.0,239.0
brussels,apartment,vbe36968,apartment,1200,sint_lambrechts_woluwe,375000.0,normal,gas,not_specified,14.0,F,50.8477202,4.435191,2,3.0,2,2,1,0,1,0,(information_not_available),3000.0,395.0,373.0
brussels,apartment,vbe36962,studio,1040,etterbeek,210000.0,normal,gas,not_specified,46.0,F,50.830747,4.4033689,3,0.0,1,1,1,0,1,0,no_flooding_area,1400.0,440.0,440.0
brussels,apartment,vbe36921,ground_floor,1130,haren,325000.0,new,hot_air,not_specified,14.0,A,50.895148,4.418088,3,1.0,1,1,1,1,0,0,no_flooding_area,849.0,63.0,1100.0
brussels,apartment,vbe36909,apartment,1190,vorst,175000.0,to_be_renovated,gas,not_specified,14.0,G,50.8,4.3166667,3,1.0,1,1,0,0,0,0,no_flooding_area,900.0,191.0,766.0
brussels,house,rbw26183,villa,1180,ukkel,1100000.0,to_be_renovated,gas,not_specified,23.0,G,50.8,4.3333333,4,4.0,2,2,1,1,0,0,no_flooding_area,847.0,734.0,268.0
brussels,house,rbw26182,villa,1180,ukkel,1290000.0,excellent,gas,not_specified,18.0,G,50.8,4.3333333,4,6.0,3,4,1,1,1,0,no_flooding_area,847.0,734.0,268.0
brussels,house,rbw26179,residence,1180,ukkel,1995000.0,normal,gas,not_specified,30.0,G,50.7748717,4.3407539,4,5.0,2,4,1,1,1,1,no_flooding_area,262.0,299.0,340.0
brussels,house,rbw26178,villa,1180,ukkel,1690000.0,to_be_renovated,fuel_oil,not_specified,15.0,not_specified,50.8,4.3333333,4,5.0,1,4,1,1,1,0,no_flooding_area,847.0,734.0,268.0
brussels,apartment,vbe36902,apartment,1000,brussels,435000.0,normal,gas,not_specified,15.0,B,50.8411553,4.3789342,4,2.0,1,1,1,0,0,0,no_flooding_area,546.0,303.0,249.0
brussels,house,vbe36895,residence,1150,sint_pieters_woluwe,975000.0,excellent,hot_air,south,17.0,not_specified,50.8381484,4.4329851,3,5.0,2,0,1,1,1,0,no_flooding_area,2500.0,283.0,343.0
brussels,apartment,vbe36891,apartment,1030,schaarbeek,215000.0,normal,gas,not_specified,15.0,E,50.8776808,4.3841357,2,1.0,1,1,1,0,0,0,no_flooding_area,540.0,412.0,519.0
brussels,house,vbe36879,villa,1150,sint_pieters_woluwe,1395000.0,new,not_specified,east,18.0,not_specified,50.83227,4.43382,3,3.0,1,2,0,1,0,0,(information_not_available),2700.0,362.0,488.0
brussels,apartment,rbw26168,penthouse,1050,elsene,1300000.0,excellent,not_specified,not_specified,30.0,D,50.8235717,4.3766927,2,4.0,1,0,1,0,1,0,(information_not_available),995.0,269.0,561.0
brussels,house,vbe36855,mixed_building,1083,ganshoren,750000.0,to_renovate,fuel_oil,not_specified,17.0,G,50.8690254,4.3213266,2,5.0,3,3,1,1,0,0,no_flooding_area,985.0,512.0,543.0
brussels,apartment,vbe36849,apartment,1180,ukkel,595000.0,not_specified,gas,south,144.0,B,50.8,4.3333333,2,2.0,2,0,1,0,1,0,(information_not_available),847.0,734.0,268.0
brussels,apartment,rbw26158,apartment,1000,brussels,345000.0,normal,not_specified,not_specified,96.0,D,50.8516921,4.344549,0,1.0,1,0,0,0,0,0,(information_not_available),1300.0,197.0,176.0
brussels,apartment,vbe36848,apartment,1080,sint_jans_molenbeek,179000.0,fully_renovated,gas,not_specified,13.0,C,50.8569755,4.3193694,2,2.0,1,1,1,0,0,0,no_flooding_area,1100.0,201.0,510.0
brussels,apartment,vbe36847,apartment,1070,anderlecht,179000.0,fully_renovated,gas,not_specified,13.0,C,50.8365808,4.308187,2,2.0,1,1,1,0,0,0,no_flooding_area,1900.0,428.0,363.0
brussels,house,vbe36838,residence,1050,elsene,1300000.0,excellent,gas,not_specified,30.0,D,50.8203664,4.3544508,2,4.0,3,3,1,0,1,0,no_flooding_area,2300.0,366.0,383.0
brussels,apartment,vbe36837,studio,1050,elsene,245000.0,normal,gas,not_specified,11.0,D,50.8078925,4.3889399,2,0.0,1,1,1,0,0,0,no_flooding_area,831.0,214.0,598.0
brussels,house,vbe36836,residence,1160,oudergem,1995000.0,normal,gas,not_specified,32.0,D,50.818351,4.4387447,4,5.0,3,4,1,1,0,0,no_flooding_area,2700.0,778.0,785.0
brussels,house,rbw26154,villa,1180,ukkel,1230000.0,excellent,gas,not_specified,18.0,D,50.8,4.3333333,3,4.0,2,3,1,1,1,0,no_flooding_area,847.0,734.0,268.0
brussels,apartment,vbe36830,apartment,1050,elsene,495000.0,normal,fuel_oil,not_specified,24.0,C,50.8037413,4.3926085,4,2.0,1,2,1,0,1,0,no_flooding_area,435.0,431.0,521.0
brussels,apartment,vbe36828,apartment,1060,sint_gillis,425000.0,to_be_renovated,fuel_oil,south_east,105.0,E,50.8301436,4.3402184,2,2.0,1,1,1,0,1,0,no_flooding_area,944.0,232.0,458.0
brussels,apartment,vbe36816,ground_floor,1030,schaarbeek,395000.0,normal,gas,south_west,157.0,F,50.86398705,4.36818329,2,3.0,1,2,0,1,0,0,(information_not_available),1100.0,361.0,207.0
brussels,apartment,vbe36798,apartment,1000,brussels,333000.0,normal,gas,not_specified,20.0,D,50.8498196,4.3469919,2,1.0,1,0,0,0,0,0,no_flooding_area,1000.0,196.0,179.0
brussels,apartment,rbw26139,loft,1190,vorst,549000.0,excellent,gas,not_specified,17.0,C,50.8,4.3166667,2,2.0,1,2,0,0,0,0,no_flooding_area,900.0,191.0,766.0
brussels,apartment,vbe36781,apartment,1050,elsene,450000.0,normal,gas,not_specified,17.0,E,50.8203122,4.3719368,2,2.0,2,2,1,0,0,0,(information_not_available),1300.0,243.0,553.0
brussels,apartment,vbe36780,apartment,1000,brussels,450000.0,normal,gas,not_specified,17.0,E,50.8203122,4.3719368,2,2.0,2,2,1,0,0,0,(information_not_available),1300.0,243.0,553.0
brussels,house,vbe36777,residence,1140,evere,495000.0,normal,not_specified,not_specified,13.0,G,50.874464,4.399615,3,3.0,1,2,1,1,0,0,(information_not_available),1000.0,238.0,1300.0
brussels,house,vbe36761,residence,1000,brussels,699000.0,to_renovate,gas,not_specified,17.0,G,50.8478856,4.34453,2,5.0,1,2,0,0,0,0,no_flooding_area,1000.0,144.0,237.0
brussels,apartment,vbe36760,apartment,1000,brussels,329000.0,normal,gas,not_specified,10.0,B,50.8649729,4.3423727,2,2.0,1,1,0,1,0,0,(information_not_available),1200.0,285.0,244.0
brussels,apartment,vbe36759,apartment,1180,ukkel,349000.0,to_be_renovated,not_specified,not_specified,15.0,not_specified,50.7943377,4.3547929,2,2.0,1,1,1,0,1,0,no_flooding_area,579.0,579.0,817.0
brussels,apartment,vbe36752,apartment,1190,vorst,179000.0,to_be_renovated,gas,south,14.0,F,50.824964,4.3369177,2,1.0,1,0,0,0,0,0,no_flooding_area,1600.0,494.0,445.0
brussels,house,vbe36740,residence,1090,jette,420000.0,to_be_renovated,gas,not_specified,20.0,E,50.8808582,4.3227894,2,4.0,1,2,1,1,0,0,no_flooding_area,727.0,276.0,846.0
brussels,house,rbw26085,residence,1180,ukkel,565000.0,normal,not_specified,not_specified,155.0,G,50.8,4.3333333,3,3.0,1,2,0,1,0,0,(information_not_available),847.0,734.0,268.0
brussels,apartment,vbe36706,apartment,1050,elsene,1490000.0,excellent,not_specified,south,360.0,E,50.8235717,4.3766927,2,3.0,1,0,1,0,0,0,(information_not_available),995.0,269.0,561.0
brussels,apartment,vbe36682,studio,1030,schaarbeek,119000.0,to_renovate,gas,not_specified,36.0,C,50.8622566,4.3606731,0,0.0,1,1,1,0,0,0,no_flooding_area,523.0,464.0,417.0
brussels,apartment,vbe36663,apartment,1040,etterbeek,485000.0,normal,not_specified,not_specified,110.0,E,50.8278949,4.3994553,2,2.0,1,0,1,0,0,0,(information_not_available),955.0,427.0,446.0
brussels,house,vbe36658,residence,1070,anderlecht,430000.0,to_renovate,gas,north_east,13.0,G,50.8379721,4.3208008,2,4.0,2,4,0,0,1,0,possible_flooding_area,1400.0,385.0,414.0
brussels,house,vbe36645,residence,1200,sint_lambrechts_woluwe,795000.0,excellent,gas,west,25.0,D,50.842365,4.423892,2,5.0,2,2,1,1,1,0,no_flooding_area,2000.0,608.0,456.0
brussels,apartment,vbe36637,apartment,1000,brussels,189000.0,normal,not_specified,not_specified,12.0,not_specified,50.8472572,4.347254,2,1.0,1,1,0,0,0,0,(information_not_available),818.0,118.0,118.0
brussels,house,vbe36629,residence,1030,schaarbeek,560000.0,normal,gas,not_specified,24.0,E,50.8637004,4.3684722,2,6.0,2,3,1,1,0,0,no_flooding_area,1100.0,435.0,178.0
brussels,apartment,vbe36624,loft,1000,brussels,595000.0,excellent,gas,east,20.0,G,50.8598988,4.3381538,3,2.0,1,2,1,0,0,0,no_flooding_area,985.0,305.0,614.0
brussels,apartment,rbw25614,apartment,1030,schaarbeek,520000.0,excellent,gas,not_specified,15.0,E,50.8484495,4.4089812,2,2.0,2,2,1,1,1,0,(information_not_available),1500.0,316.0,694.0
brussels,apartment,vbe36613,ground_floor,1030,schaarbeek,390000.0,new,electricity,not_specified,15.0,F,50.8758759,4.3760027,2,2.0,1,1,0,0,0,0,(information_not_available),425.0,362.0,334.0
brussels,house,vbe36609,villa,1180,ukkel,2350000.0,to_be_renovated,gas,not_specified,500.0,F,50.8,4.3333333,4,7.0,3,0,1,1,1,0,no_flooding_area,847.0,734.0,268.0
brussels,house,rbw25609,residence,1160,oudergem,650000.0,normal,gas,not_specified,16.0,G,50.817175,4.425082,3,3.0,1,2,1,1,1,0,no_flooding_area,1700.0,216.0,444.0
brussels,house,rbw25608,residence,1150,sint_pieters_woluwe,1425000.0,to_renovate,fuel_oil,not_specified,35.0,G,50.8381484,4.4329851,4,5.0,2,0,1,1,1,0,no_flooding_area,2500.0,283.0,343.0
brussels,apartment,vbe36603,apartment,1090,jette,300000.0,normal,not_specified,not_specified,12.0,C,50.8808582,4.3227894,0,3.0,1,1,0,0,0,0,(information_not_available),727.0,276.0,846.0
brussels,apartment,vbe36598,apartment,1030,schaarbeek,135000.0,to_be_renovated,not_specified,not_specified,15.0,not_specified,50.8750981,4.3928394,3,1.0,1,1,0,0,0,0,(information_not_available),1100.0,430.0,501.0
brussels,apartment,rbw25598,apartment,1200,sint_lambrechts_woluwe,515000.0,normal,not_specified,not_specified,101.0,B,50.848324,4.4295851,2,2.0,2,0,1,0,0,0,(information_not_available),2700.0,349.0,777.0
brussels,apartment,vbe36587,apartment,1050,elsene,875000.0,to_be_renovated,not_specified,not_specified,250.0,not_specified,50.82555,4.369695,2,2.0,1,0,1,1,0,0,(information_not_available),917.0,538.0,75.0
brussels,apartment,vbe36586,apartment,1180,ukkel,340000.0,not_specified,not_specified,south,100.0,G,50.8,4.3333333,2,2.0,1,0,0,0,0,0,(information_not_available),847.0,734.0,268.0
brussels,apartment,vbe36584,apartment,1000,brussels,355000.0,not_specified,not_specified,west,55.0,C,50.8427501,4.3515499,2,1.0,1,0,1,0,0,0,(information_not_available),340.0,117.0,284.0
brussels,house,vbe36583,residence,1170,watermaal_bosvoorde,1150000.0,not_specified,gas,not_specified,230.0,F,50.800919,4.414715,3,4.0,3,0,0,0,1,0,(information_not_available),1100.0,650.0,612.0
brussels,house,vbe36582,residence,1170,watermaal_bosvoorde,675000.0,not_specified,gas,not_specified,150.0,G,50.800919,4.414715,2,3.0,3,0,0,1,0,0,(information_not_available),1100.0,650.0,612.0
brussels,apartment,vbe36576,apartment,1020,laken,182000.0,normal,fuel_oil,not_specified,14.0,G,50.8881986,4.3412755,2,1.0,1,1,0,0,0,0,(information_not_available),1300.0,197.0,57.0
brussels,house,vbe36571,residence,1081,koekelberg,399000.0,normal,gas,not_specified,15.0,F,50.8587362,4.3270521,2,4.0,1,3,1,1,0,0,no_flooding_area,856.0,139.0,646.0
brussels,apartment,vbe36570,duplex,1140,evere,300000.0,excellent,not_specified,not_specified,12.0,E,50.874464,4.399615,0,2.0,1,1,1,0,0,0,(information_not_available),1000.0,238.0,1300.0
brussels,apartment,vbe36565,apartment,1200,sint_lambrechts_woluwe,410000.0,normal,fuel_oil,not_specified,21.0,G,50.8453946,4.4058054,2,2.0,1,2,1,0,0,0,(information_not_available),1400.0,331.0,368.0
brussels,house,vbe36564,residence,1200,sint_lambrechts_woluwe,865000.0,to_renovate,gas,not_specified,25.0,F,50.842365,4.423892,4,5.0,2,3,1,1,0,0,(information_not_available),2000.0,608.0,456.0
brussels,apartment,vbe36562,apartment,1180,ukkel,650000.0,normal,gas,not_specified,15.0,G,50.8145845,4.356264,2,3.0,2,2,1,1,0,0,(information_not_available),2500.0,239.0,800.0
brussels,apartment,vbe36561,apartment,1030,schaarbeek,380000.0,normal,not_specified,not_specified,19.0,not_specified,50.8483697,4.3968536,2,2.0,1,1,0,0,0,0,possible_flooding_area,909.0,267.0,199.0
brussels,apartment,rbw25587,apartment,1000,brussels,890000.0,excellent,gas,not_specified,15.0,D,50.8427501,4.3515499,3,4.0,2,2,0,0,0,0,no_flooding_area,340.0,117.0,284.0
brussels,house,vbe36550,residence,1030,schaarbeek,330000.0,to_be_renovated,gas,not_specified,15.0,not_specified,50.86744,4.37727,2,4.0,2,2,1,1,0,0,no_flooding_area,1400.0,252.0,224.0
brussels,house,vbe36547,residence,1070,anderlecht,360000.0,to_renovate,gas,south_east,25.0,G,50.8238624,4.3026467,2,2.0,1,1,0,0,1,0,possible_flooding_area,1200.0,76.0,320.0
brussels,apartment,vbe36538,apartment,1170,watermaal_bosvoorde,350000.0,excellent,gas,not_specified,10.0,G,50.8134322,4.4019951,0,2.0,1,1,1,0,1,0,(information_not_available),616.0,663.0,938.0
brussels,apartment,vbe36529,apartment,1180,ukkel,139000.0,to_be_renovated,gas,south_west,47.0,E,50.79035065,4.35863115,2,1.0,1,1,1,1,0,0,(information_not_available),793.0,667.0,1000.0
brussels,apartment,vbe36485,apartment,1000,brussels,326500.0,new,hot_air,not_specified,15.0,B,50.8486012,4.3444454,0,1.0,1,1,1,0,1,0,possible_flooding_area,1100.0,181.0,268.0
brussels,apartment,vbe36484,apartment,1000,brussels,443000.0,new,hot_air,not_specified,14.0,B,50.8486012,4.3444454,0,2.0,1,1,1,0,1,0,possible_flooding_area,1100.0,181.0,268.0
brussels,apartment,vbe36483,apartment,1000,brussels,568000.0,new,hot_air,not_specified,15.0,B,50.8486012,4.3444454,2,3.0,1,1,1,0,1,0,possible_flooding_area,1100.0,181.0,268.0
brussels,house,vbe36482,residence,1150,sint_pieters_woluwe,795000.0,normal,fuel_oil,not_specified,21.0,G,50.8391829,4.429498,2,4.0,3,3,1,1,1,0,no_flooding_area,2200.0,385.0,501.0
brussels,house,vbe36481,residence,1150,sint_pieters_woluwe,1100000.0,excellent,not_specified,not_specified,24.0,F,50.8381484,4.4329851,3,4.0,2,4,1,1,1,0,no_flooding_area,2500.0,283.0,343.0
brussels,apartment,vbe36476,apartment,1200,sint_lambrechts_woluwe,190000.0,not_specified,not_specified,not_specified,55.0,C,50.842365,4.423892,4,1.0,1,1,0,0,0,0,(information_not_available),2000.0,608.0,456.0
brussels,apartment,vbe36399,apartment,1050,elsene,2700000.0,excellent,not_specified,south,329.0,C,50.8235717,4.3766927,2,3.0,1,0,1,0,0,1,(information_not_available),995.0,269.0,561.0
brussels,apartment,vbe36391,apartment,1080,sint_jans_molenbeek,275000.0,normal,gas,south,12.0,G,50.850995,4.3061145,2,3.0,1,1,1,0,1,0,no_flooding_area,1200.0,291.0,715.0
brussels,house,vbe36389,residence,1020,laken,570000.0,not_specified,gas,not_specified,263.0,E,50.890858,4.3727832,2,6.0,1,0,1,1,1,0,(information_not_available),2500.0,472.0,462.0
brussels,apartment,vbe36297,apartment,1080,sint_jans_molenbeek,250000.0,to_renovate,gas,not_specified,13.0,D,50.8569755,4.3193694,0,2.0,1,1,1,0,0,0,no_flooding_area,1100.0,201.0,510.0
brussels,house,vbe36295,residence,1150,sint_pieters_woluwe,595000.0,normal,gas,not_specified,140.0,E,50.8286387,4.4494347,2,4.0,2,2,1,1,0,0,(information_not_available),4000.0,973.0,673.0
brussels,apartment,vbe36288,studio,1082,berchem_sainte_agathe,140000.0,to_be_renovated,fuel_oil,not_specified,63.0,G,50.8635353,4.3114635,2,0.0,1,1,0,0,1,0,(information_not_available),1400.0,291.0,591.0
brussels,apartment,vbe36263,apartment,1083,ganshoren,299000.0,to_renovate,gas,east,14.0,F,50.87113,4.30253,2,3.0,2,2,1,0,1,0,no_flooding_area,1100.0,235.0,647.0
brussels,apartment,vbe36234,apartment,1140,evere,315000.0,new,not_specified,not_specified,72.0,not_specified,50.8611276,4.4172636,0,1.0,1,1,0,0,0,0,(information_not_available),1600.0,56.0,921.0
brussels,apartment,vbe36233,apartment,1140,evere,360000.0,new,not_specified,not_specified,82.0,not_specified,50.8611276,4.4172636,0,2.0,1,1,0,0,0,0,(information_not_available),1600.0,56.0,921.0
brussels,apartment,vbe36232,apartment,1140,evere,460000.0,new,not_specified,not_specified,123.0,not_specified,50.8611276,4.4172636,0,2.0,1,1,0,0,0,0,(information_not_available),1600.0,56.0,921.0
brussels,apartment,vbe36230,apartment,1140,evere,305000.0,new,not_specified,not_specified,72.0,not_specified,50.8611276,4.4172636,0,1.0,1,1,0,0,0,0,(information_not_available),1600.0,56.0,921.0
brussels,apartment,vbe36228,apartment,1140,evere,390000.0,new,not_specified,not_specified,101.0,not_specified,50.8611276,4.4172636,0,2.0,1,1,0,0,0,0,(information_not_available),1600.0,56.0,921.0
brussels,apartment,vbe36227,apartment,1140,evere,305000.0,new,not_specified,not_specified,67.0,not_specified,50.8611276,4.4172636,0,1.0,1,1,0,1,0,0,(information_not_available),1600.0,56.0,921.0
brussels,apartment,vbe36226,apartment,1140,evere,395000.0,new,not_specified,not_specified,101.0,not_specified,50.8611276,4.4172636,0,2.0,2,2,0,1,0,0,(information_not_available),1600.0,56.0,921.0
brussels,apartment,vbe36225,apartment,1140,evere,299000.0,new,not_specified,not_specified,78.0,not_specified,50.8611276,4.4172636,0,1.0,1,0,0,0,0,0,(information_not_available),1600.0,56.0,921.0
brussels,apartment,vwd17873,apartment,1060,sint_gillis,395000.0,excellent,gas,not_specified,100.0,D,50.8313423,4.3444755,2,1.0,1,0,1,0,0,0,(information_not_available),955.0,324.0,512.0
brussels,house,vbe36209,residence,1082,berchem_sainte_agathe,649000.0,excellent,gas,north_east,18.0,C,50.865341,4.295748,2,4.0,2,3,1,1,1,0,(information_not_available),1100.0,229.0,389.0
brussels,apartment,vbe36133,apartment,1060,sint_gillis,295000.0,to_be_renovated,not_specified,south,13.0,not_specified,50.82556,4.34184,0,2.0,2,1,0,0,0,0,(information_not_available),1600.0,475.0,337.0
brussels,apartment,vbe36132,apartment,1060,sint_gillis,255000.0,to_be_renovated,not_specified,not_specified,13.0,not_specified,50.82556,4.34184,0,1.0,1,1,0,0,0,0,(information_not_available),1600.0,475.0,337.0
brussels,apartment,vbe36131,apartment,1070,anderlecht,190000.0,to_be_renovated,not_specified,not_specified,17.0,E,50.83271,4.30787,0,1.0,1,0,0,0,0,0,(information_not_available),2300.0,106.0,227.0
brussels,apartment,vbe36130,apartment,1000,brussels,325900.0,new,not_specified,not_specified,14.0,E,50.84797,4.35384,2,1.0,1,0,0,0,0,0,(information_not_available),476.0,713.0,527.0
brussels,house,vbe36129,residence,1090,jette,549000.0,normal,not_specified,west,14.0,E,50.86822,4.32481,2,7.0,2,2,1,1,0,0,(information_not_available),733.0,506.0,595.0
brussels,apartment,vbe36125,apartment,1180,ukkel,1690000.0,excellent,not_specified,not_specified,263.0,C,50.78841,4.36903,4,3.0,1,0,1,0,0,0,(information_not_available),1000.0,491.0,487.0
brussels,apartment,vbe36106,apartment,1030,schaarbeek,325000.0,normal,gas,north,122.0,E,50.8616967,4.37489264,2,2.0,2,3,0,1,0,0,(information_not_available),1600.0,228.0,201.0
brussels,house,vbe36095,mixed_building,1210,sint_joost_ten_node,349000.0,to_be_renovated,gas,not_specified,20.0,G,50.8513323,4.3756097,2,4.0,2,3,0,1,0,0,no_flooding_area,1300.0,165.0,20.0
brussels,apartment,vbe36071,studio,1180,ukkel,120000.0,to_be_renovated,gas,not_specified,30.0,G,50.8,4.3333333,0,1.0,1,1,0,0,0,0,(information_not_available),847.0,734.0,268.0
brussels,apartment,vbe36070,ground_floor,1180,ukkel,315000.0,to_be_renovated,gas,not_specified,99.0,G,50.8,4.3333333,0,2.0,1,1,0,0,0,0,(information_not_available),847.0,734.0,268.0
brussels,apartment,vbe36067,apartment,1200,sint_lambrechts_woluwe,235000.0,excellent,gas,north_east,11.0,E,50.8395119,4.4091507,3,1.0,1,1,1,1,0,0,no_flooding_area,894.0,196.0,196.0
brussels,house,vbe36053,mixed_building,1210,sint_joost_ten_node,1250000.0,normal,gas,not_specified,12.0,C,50.8483698,4.3754752,3,5.0,5,5,0,0,0,0,(information_not_available),855.0,141.0,385.0
brussels,apartment,vbe36036,apartment,1090,jette,195000.0,normal,not_specified,not_specified,12.0,C,50.8932097,4.3206026,2,2.0,1,1,1,0,0,0,possible_flooding_area,2300.0,670.0,867.0
brussels,apartment,vbe36021,penthouse,1200,sint_lambrechts_woluwe,1449000.0,new,gas,not_specified,25.0,B,50.8515792,4.4408888,2,3.0,2,4,1,0,0,0,no_flooding_area,3700.0,331.0,893.0
brussels,apartment,vbe36015,apartment,1080,sint_jans_molenbeek,199000.0,normal,gas,not_specified,75.0,not_specified,50.8582739,4.3180548,2,1.0,1,1,0,0,0,0,(information_not_available),1200.0,93.0,558.0
brussels,house,vbe36000,residence,1020,laken,730000.0,normal,gas,east,18.0,E,50.87551,4.34811,2,4.0,1,2,1,1,1,0,possible_flooding_area,647.0,604.0,629.0
brussels,apartment,vbe35996,apartment,1050,elsene,410000.0,excellent,gas,not_specified,15.0,not_specified,50.804052,4.3939913,2,2.0,1,1,1,0,0,0,(information_not_available),312.0,588.0,333.0
brussels,apartment,vbe35995,apartment,1040,etterbeek,275000.0,to_be_renovated,not_specified,north,19.0,E,50.8379147,4.3975821,2,1.0,1,1,0,1,0,0,(information_not_available),538.0,407.0,241.0
brussels,apartment,vbe35993,apartment,1050,elsene,449000.0,not_specified,not_specified,not_specified,14.0,A,50.8133749,4.392556,0,2.0,1,1,1,0,0,0,(information_not_available),712.0,328.0,904.0
brussels,house,vbe35987,mixed_building,1050,elsene,850000.0,fully_renovated,gas,south_west,16.0,C,50.8235717,4.3766927,2,5.0,2,3,1,1,0,0,no_flooding_area,995.0,269.0,561.0
brussels,apartment,vbe35986,apartment,1140,evere,449000.0,new,hot_air,not_specified,15.0,A,50.8599241,4.4172194,2,3.0,2,2,1,1,0,0,(information_not_available),1700.0,178.0,1100.0
